timestamp,event_type,device_id,device_name,new_value,session_id,elapsed_sec,metadata
2025-08-10 09:36:24.555025,LEVER_PRESS,LEVER_01,Palanca 01,0,0,0.0,
2025-08-10 09:36:24.564479,LEVER_PRESS,LEVER_02,Palanca 02,0,0,0.0,
2025-08-10 09:36:24.566950,LED_CHANGE,LED_01,LED 01,0,0,0.0,
2025-08-10 09:36:24.569162,LED_CHANGE,LED_02,LED 02,0,0,0.0,
2025-08-10 09:36:24.570072,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,0,0.0,
2025-08-10 09:36:24.570946,SESSION_START,SYSTEM,Sistema,Sesión 1,1,0.0,
2025-08-10 09:36:24.572175,LEVER_PRESS,LEVER_01,Palanca 01,0,1,0.001,
2025-08-10 09:36:24.573326,LEVER_PRESS,LEVER_02,Palanca 02,0,1,0.002,
2025-08-10 09:36:24.574754,LED_CHANGE,LED_01,LED 01,0,1,0.004,
2025-08-10 09:36:24.576080,LED_CHANGE,LED_02,LED 02,0,1,0.005,
2025-08-10 09:36:24.577136,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,1,0.006,
2025-08-10 09:36:24.592037,SESSION_START,SYSTEM,Sistema,Sesión 2,2,0.0,
2025-08-10 09:36:24.696069,LED_CHANGE,LED_01,LED 01,0,2,0.104,
2025-08-10 09:36:24.802267,LED_CHANGE,LED_02,LED 02,0,2,0.21,
2025-08-10 09:38:17.008669,SESSION_END,SYSTEM,Sistema,Duración: 112.42s,2,112.417,
