timestamp,event_type,device_id,device_name,new_value,session_id,elapsed_sec,metadata
2025-08-09 18:17:36.194838,LEVER_PRESS,LEVER_01,Palanca 01,0,0,0.0,
2025-08-09 18:17:36.206600,LEVER_PRESS,LEVER_02,Palanca 02,0,0,0.0,
2025-08-09 18:17:36.208536,LED_CHANGE,LED_01,LED 01,OFF,0,0.0,
2025-08-09 18:17:36.210433,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,0,0.0,
2025-08-09 18:17:36.211893,SESSION_START,SYSTEM,Sistema,Sesión 1,1,0.0,
2025-08-09 18:17:36.213332,LEVER_PRESS,LEVER_01,Palanca 01,0,1,0.001,
2025-08-09 18:17:36.214959,LEVER_PRESS,LEVER_02,Palanca 02,0,1,0.003,
2025-08-09 18:17:36.216567,LED_CHANGE,LED_01,LED 01,OFF,1,0.005,
2025-08-09 18:17:36.219386,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,1,0.007,
2025-08-09 18:17:36.226830,SESSION_START,SYSTEM,Sistema,Sesión 2,2,0.0,
2025-08-09 18:17:36.255346,LED_CHANGE,LED_01,LED 01,OFF,2,0.029,
2025-08-09 18:17:38.924735,LEVER_PRESS,LEVER_02,Palanca 02,1,2,2.698,
2025-08-09 18:17:41.252210,LEVER_PRESS,LEVER_02,Palanca 02,2,2,5.025,
2025-08-09 18:17:42.243939,LEVER_PRESS,LEVER_02,Palanca 02,3,2,6.017,
2025-08-09 18:17:43.056908,LEVER_PRESS,LEVER_02,Palanca 02,4,2,6.83,
2025-08-09 18:17:43.832982,LEVER_PRESS,LEVER_02,Palanca 02,5,2,7.606,
2025-08-09 18:17:44.772602,LEVER_PRESS,LEVER_02,Palanca 02,6,2,8.546,
2025-08-09 18:17:45.693650,LEVER_PRESS,LEVER_02,Palanca 02,7,2,9.467,
2025-08-09 18:17:46.527485,LEVER_PRESS,LEVER_02,Palanca 02,8,2,10.301,
2025-08-09 18:17:47.327951,LEVER_PRESS,LEVER_02,Palanca 02,9,2,11.101,
2025-08-09 18:17:48.077320,LEVER_PRESS,LEVER_02,Palanca 02,10,2,11.85,
2025-08-09 18:17:48.942535,LEVER_PRESS,LEVER_02,Palanca 02,11,2,12.716,
2025-08-09 18:17:49.959459,LEVER_PRESS,LEVER_02,Palanca 02,12,2,13.733,
2025-08-09 18:17:50.778083,LEVER_PRESS,LEVER_02,Palanca 02,13,2,14.551,
2025-08-09 18:17:53.920042,LEVER_PRESS,LEVER_02,Palanca 02,14,2,17.693,
2025-08-09 18:17:55.003883,LEVER_PRESS,LEVER_02,Palanca 02,15,2,18.777,
2025-08-09 18:17:55.956718,LEVER_PRESS,LEVER_02,Palanca 02,16,2,19.73,
2025-08-09 18:17:56.776970,LEVER_PRESS,LEVER_02,Palanca 02,17,2,20.55,
2025-08-09 18:17:57.746656,LEVER_PRESS,LEVER_02,Palanca 02,18,2,21.52,
2025-08-09 18:17:58.521903,LEVER_PRESS,LEVER_02,Palanca 02,19,2,22.295,
2025-08-09 18:17:59.426651,LEVER_PRESS,LEVER_02,Palanca 02,20,2,23.2,
2025-08-09 18:18:00.202159,LEVER_PRESS,LEVER_02,Palanca 02,21,2,23.975,
2025-08-09 18:18:00.886942,LEVER_PRESS,LEVER_02,Palanca 02,22,2,24.66,
2025-08-09 18:18:01.989024,LEVER_PRESS,LEVER_02,Palanca 02,23,2,25.762,
2025-08-09 18:18:02.856726,LEVER_PRESS,LEVER_02,Palanca 02,24,2,26.63,
2025-08-09 18:18:03.731675,LEVER_PRESS,LEVER_02,Palanca 02,25,2,27.505,
2025-08-09 18:18:04.746421,LEVER_PRESS,LEVER_02,Palanca 02,26,2,28.52,
2025-08-09 18:18:06.019277,LEVER_PRESS,LEVER_02,Palanca 02,27,2,29.792,
2025-08-09 18:18:07.361064,LEVER_PRESS,LEVER_02,Palanca 02,28,2,31.134,
2025-08-09 18:18:09.157121,LEVER_PRESS,LEVER_02,Palanca 02,29,2,32.93,
2025-08-09 18:18:10.201666,LEVER_PRESS,LEVER_02,Palanca 02,30,2,33.975,
2025-08-09 18:18:11.862809,LEVER_PRESS,LEVER_02,Palanca 02,31,2,35.636,
2025-08-09 18:18:12.767382,LEVER_PRESS,LEVER_02,Palanca 02,32,2,36.541,
2025-08-09 18:18:13.386599,LEVER_PRESS,LEVER_02,Palanca 02,33,2,37.16,
2025-08-09 18:18:14.707155,LEVER_PRESS,LEVER_02,Palanca 02,34,2,38.48,
2025-08-09 18:18:15.654498,LEVER_PRESS,LEVER_02,Palanca 02,35,2,39.428,
2025-08-09 18:18:17.015224,LEVER_PRESS,LEVER_02,Palanca 02,36,2,40.788,
2025-08-09 18:18:18.096797,LEVER_PRESS,LEVER_02,Palanca 02,37,2,41.87,
2025-08-09 18:18:19.231645,LEVER_PRESS,LEVER_02,Palanca 02,38,2,43.005,
2025-08-09 18:18:20.206443,LEVER_PRESS,LEVER_02,Palanca 02,39,2,43.98,
2025-08-09 18:18:21.266371,LEVER_PRESS,LEVER_02,Palanca 02,40,2,45.04,
2025-08-09 18:18:23.181873,LEVER_PRESS,LEVER_02,Palanca 02,41,2,46.955,
2025-08-09 18:19:08.342769,SESSION_END,SYSTEM,Sistema,Duración: 92.12s,2,92.116,
2025-08-09 18:23:08.453296,LEVER_PRESS,LEVER_01,Palanca 01,0,2,0.0,
2025-08-09 18:23:08.456168,LEVER_PRESS,LEVER_02,Palanca 02,0,2,0.0,
2025-08-09 18:23:08.458314,LED_CHANGE,LED_01,LED 01,OFF,2,0.0,
2025-08-09 18:23:08.460766,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,2,0.0,
2025-08-09 18:23:08.463348,SESSION_START,SYSTEM,Sistema,Sesión 3,3,0.0,
2025-08-09 18:23:08.465144,LEVER_PRESS,LEVER_01,Palanca 01,0,3,0.002,
2025-08-09 18:23:08.466796,LEVER_PRESS,LEVER_02,Palanca 02,0,3,0.003,
2025-08-09 18:23:08.468274,LED_CHANGE,LED_01,LED 01,OFF,3,0.005,
2025-08-09 18:23:08.470021,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,3,0.007,
2025-08-09 18:23:08.473543,SESSION_START,SYSTEM,Sistema,Sesión 4,4,0.0,
2025-08-09 18:23:08.496526,LED_CHANGE,LED_01,LED 01,OFF,4,0.023,
2025-08-09 18:23:09.340275,SESSION_END,SYSTEM,Sistema,Duración: 0.87s,4,0.867,
2025-08-09 18:23:13.526814,LEVER_PRESS,LEVER_01,Palanca 01,0,4,0.0,
2025-08-09 18:23:13.529559,LEVER_PRESS,LEVER_02,Palanca 02,0,4,0.0,
2025-08-09 18:23:13.531876,LED_CHANGE,LED_01,LED 01,OFF,4,0.0,
2025-08-09 18:23:13.534330,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,4,0.0,
2025-08-09 18:23:13.536544,SESSION_START,SYSTEM,Sistema,Sesión 5,5,0.0,
2025-08-09 18:23:13.538317,LEVER_PRESS,LEVER_01,Palanca 01,0,5,0.002,
2025-08-09 18:23:13.540277,LEVER_PRESS,LEVER_02,Palanca 02,0,5,0.004,
2025-08-09 18:23:13.541967,LED_CHANGE,LED_01,LED 01,OFF,5,0.005,
2025-08-09 18:23:13.543648,FOOD_DISPENSE,FOOD_DEVICE,Dispensador,0,5,0.007,
2025-08-09 18:23:13.545787,SESSION_START,SYSTEM,Sistema,Sesión 6,6,0.0,
2025-08-09 18:23:13.560536,LED_CHANGE,LED_01,LED 01,ON,6,0.015,
2025-08-09 18:23:18.016255,SESSION_END,SYSTEM,Sistema,Duración: 4.47s,6,4.47,
